,location,total_sqft,bath,balcony,price,ready_to_move,bedrooms
467,Ambalipura,1800.0,3.0,3.0,110.0,1,3
468,Akshaya Nagar,1070.0,2.0,1.0,54.0,1,2
469,2nd Stage Nagarbhavi,1500.0,4.0,2.0,220.0,1,4
470,Vidyaranyapura,1440.0,2.0,0.0,95.0,1,2
471,Amruthahalli,900.0,2.0,1.0,40.0,1,2
472,ITI Employees Layout,1200.0,4.0,1.0,230.0,1,4
473,Whitefield,1130.0,2.0,1.0,42.16,0,2
474,Koramangala,1320.0,2.0,1.0,165.0,1,2
475,Kodigehalli,1270.0,2.0,1.0,98.0,0,2
476,Patelappa Layout,1200.0,2.0,1.0,62.0,1,2
478,NS Palya,1200.0,2.0,1.0,74.0,1,2
479,Subramanyapura,929.0,2.0,0.0,50.17,1,2
480,RMV 2nd Stage,1150.0,4.0,2.0,260.0,1,4
481,Basavangudi,1125.0,4.0,3.0,180.0,1,4
482,Kenchenahalli,500.0,3.0,2.0,65.0,1,5
483,3rd Block Hrbr Layout,1200.0,5.0,2.0,190.0,1,5
484,KUDLU MAIN ROAD,1464.0,3.0,2.0,56.0,1,3
485,7th Phase JP Nagar,3600.0,4.0,3.0,400.0,1,4
486,Bank Avenue,2000.0,4.0,2.0,99.0,1,4
487,Chikkalasandra,1208.0,2.0,1.0,49.0,1,2
488,Hebbal Kempapura,1130.0,2.0,2.0,60.0,1,2
489,Surabhi Layout,1753.0,3.0,2.0,120.0,1,3
490,Old Madras Road,4500.0,7.0,3.0,337.0,1,5
491,Banjara Layout,600.0,3.0,2.0,58.0,1,3
492,Hoodi,1196.0,2.0,2.0,94.42,0,2
493,5th Phase JP Nagar,1150.0,3.0,3.0,52.5,1,2
494,Electronic City,1128.0,2.0,1.0,63.0,0,2
495,Omkar Nagar,1000.0,2.0,1.0,53.0,1,2
496,Yelahanka,1035.0,2.0,1.0,45.0,1,2
497,Kereguddadahalli,950.0,2.0,1.0,32.0,1,2
498,Bisuvanahalli,1075.0,2.0,1.0,36.0,1,3
499,Whitefield,1040.0,2.0,1.0,48.5,1,2
500,Maragondanahalli,720.0,2.0,1.0,45.0,0,2
501,Lingadheeranahalli,1511.0,3.0,1.0,95.0,1,3
502,Silk Board,1300.0,3.0,1.0,58.0,1,3
503,Hoodi,1545.0,3.0,1.0,68.75,0,3
504,Shampura,375.0,2.0,0.0,26.0,1,1
505,Vidyaranyapura,1062.0,2.0,3.0,38.0,1,2
506,Kada Agrahara,1115.0,2.0,1.0,40.0,1,2
507,JP Nagar,1000.0,2.0,1.0,35.0,1,2
508,Kambipura,883.0,2.0,1.0,45.0,0,2
509,Sarjapur  Road,1195.0,2.0,1.0,70.0,0,2
510,BHEL Layout,1200.0,3.0,1.0,165.0,1,4
511,Medahalli,700.0,1.0,0.0,41.0,1,1
512,Vittasandra,1246.0,2.0,1.0,67.0,1,2
513,8th Phase JP Nagar,660.0,4.0,2.0,90.0,1,4
514,Banashankari Stage III,8500.0,4.0,2.0,145.0,1,4
515,Kashi Nagar,1600.0,4.0,1.0,80.0,1,4
516,Haralur Road,2805.0,5.0,3.0,154.0,0,4
518,Sector 7 HSR Layout,3000.0,5.0,1.0,275.0,1,4
519,Hosur Road,1175.0,2.0,2.0,48.0,1,3
520,"Yemlur, Old Airport Road, ",1595.0,3.0,2.0,115.0,0,3
521,VHBCS Layout,1353.0,2.0,2.0,110.0,1,2
522,Electronic City,1599.0,3.0,2.0,125.0,0,3
523,Whitefield,1150.0,2.0,1.0,70.0,1,2
524,Jakkur,5230.0,6.0,1.0,465.0,0,4
525,KR Puram,1155.0,2.0,2.0,42.74,1,2
526,Ittamadu,1200.0,2.0,0.0,85.0,1,1
527,Electronic City Phase II,1000.0,2.0,1.0,25.0,0,2
529,Rajiv Nagar,1867.0,3.0,1.0,160.0,1,3
530,Ramagondanahalli,1251.0,2.0,1.0,47.0,0,2
531,Gattahalli,1028.0,2.0,1.0,45.5,0,2
532,Arekere,1222.0,2.0,2.0,45.0,1,2
533,Bannerghatta Road,1170.0,2.0,1.0,66.0,1,3
534,Hebbal,2400.0,4.0,1.0,245.0,1,3
535,Ramanjaneyanagar,1385.0,2.0,2.0,48.48,1,3
536,HSR Layout,1372.0,2.0,1.0,68.0,1,2
537,Magadi Road,1282.0,2.0,2.0,49.0,1,3
538,Mico Layout,5000.0,9.0,3.0,210.0,1,9
539,7th Block Jayanagar,3000.0,3.0,1.0,528.0,1,5
540,Kanakpura Road,1135.0,2.0,1.0,39.73,1,2
541,Whitefield,1768.0,3.0,2.0,101.0,0,3
542,Byatarayanapura,1325.0,2.0,1.0,90.0,1,3
543,Electronic City,1599.0,3.0,2.0,99.0,0,3
544,Whitefield,1500.0,3.0,1.0,61.95,0,3
545,2nd Phase JP Nagar,2610.0,3.0,0.0,499.0,1,3
546,Uttarahalli,1286.0,2.0,2.0,63.0,1,2
547,Kammanahalli,2845.0,5.0,1.0,140.0,1,5
549,Hennur Road,1317.5,2.0,0.0,63.77,0,2
550,Hebbal,3450.0,5.0,2.0,260.0,1,3
551,Munnekollal,1102.0,2.0,2.0,53.67,0,2
552,Yelahanka,1350.0,2.0,2.0,54.0,1,2
553,Banashankari,1200.0,2.0,2.0,42.0,1,3
554,Hosa Road,1300.0,6.0,0.0,145.0,1,6
555,Herohalli,1800.0,1.0,1.0,80.0,1,2
556,Chikkabanavar,950.0,2.0,1.0,40.0,1,2
557,Kanakpura Road,525.0,1.0,1.0,27.25,0,1
558,Attibele,656.0,2.0,1.0,25.0,1,2
559,Marathahalli,1780.0,4.0,3.0,175.0,1,4
560,3rd Block Hrbr Layout,1056.0,2.0,1.0,80.0,1,2
561,Bannerghatta Road,595.0,1.0,1.0,33.32,0,1
562,Ittamadu,1080.0,2.0,2.0,50.0,1,2
563,7th Phase JP Nagar,2225.0,3.0,1.0,160.0,0,3
564,Bommasandra,1126.0,2.0,1.0,28.15,0,2
565,Electronics City Phase 1,1490.0,3.0,1.0,84.0,1,3
566,HRBR Layout,2000.0,4.0,1.0,300.0,1,4
567,Sarjapur  Road,1550.0,3.0,3.0,100.0,1,3
569,Ashwini layout,1160.0,2.0,1.0,55.0,1,2
570,Whitefield,4144.0,4.0,3.0,315.0,1,4
571,Sarjapur  Road,2100.0,3.0,2.0,125.0,1,3
572,Vittasandra,1404.0,2.0,1.0,69.3,1,2
573,Sarjapur  Road,2230.0,4.0,3.0,225.0,1,4
575,Banashankari Stage III,1305.0,2.0,1.0,58.7,0,3
576,Marathahalli,1230.0,2.0,2.0,80.0,1,2
577,T.C PALYA,1200.0,2.0,0.0,65.0,1,2
578,Harlur,1460.0,3.0,1.0,73.0,1,3
580,Gottigere,967.0,2.0,3.0,45.0,1,2
581,Byatarayanapura,540.0,1.0,1.0,36.0,1,1
582,Hormavu,715.0,1.0,2.0,46.0,0,1
583,Whitefield,2500.0,3.0,2.0,313.0,1,3
584,Dooravani Nagar,1578.0,3.0,1.0,180.0,1,3
585,Mysore Road,1020.0,2.0,1.0,48.95,1,2
586,Jigani,1020.0,2.0,1.0,40.0,1,2
587,Koramangala,1253.0,2.0,1.0,102.0,1,2
588,JCR Layout,1180.0,2.0,2.0,42.0,1,2
589,Nehru Nagar,961.0,2.0,2.0,38.0,1,2
590,Kanakapura,1419.0,3.0,3.0,75.0,1,3
591,Harlur,1709.0,3.0,2.0,150.0,1,3
592,Papareddipalya,1600.0,2.0,0.0,115.0,1,2
593,Venkatapura,416.0,1.0,1.0,18.5,0,1
594,Sanjay nagar,1100.0,2.0,2.0,98.0,1,2
595,HSR Layout,1430.0,2.0,1.0,65.0,1,3
596,Sneha Colony,1260.0,2.0,2.0,45.0,1,2
597,RMV Extension,1630.0,3.0,2.0,85.0,1,3
598,Sarjapur  Road,1249.0,3.0,2.0,44.71,0,3
599,Kalena Agrahara,1450.0,2.0,3.0,85.0,1,3
600,Konanakunte,2791.0,3.0,1.0,223.0,0,3
601,Hosapalya,600.0,1.0,0.0,90.0,1,1
602,Ashwini layout,834.0,1.0,1.0,60.0,1,1
603,Doddagubbi,1125.0,4.0,1.0,70.0,1,3
604,Arekere,2060.0,3.0,2.0,140.0,1,3
605,Malleshwaram,12000.0,7.0,3.0,2200.0,0,7
606,Gottigere,891.0,2.0,1.0,25.0,1,2
607,Raja Rajeshwari Nagar,1133.0,2.0,1.0,49.07,1,2
608,Bisuvanahalli,1075.0,2.0,1.0,37.0,1,3
609,Sector 6 HSR Layout,3000.0,5.0,2.0,260.0,0,4
610,Brookefield,2440.0,5.0,2.0,425.0,1,4
611,Vidyaranyapura,1200.0,2.0,2.0,55.0,1,2
612,Thanisandra,1075.0,2.0,2.0,45.8,1,2
613,Kaggadasapura,1140.0,2.0,2.0,40.0,1,2
614,Margondanahalli,940.0,4.0,2.0,150.0,1,5
615,ITI Layout,2160.0,5.0,1.0,250.0,1,6
616,Raja Rajeshwari Nagar,1090.0,2.0,1.0,42.0,1,2
617,R.T. Nagar,1500.0,4.0,1.0,70.0,1,4
618,Whitefield,4104.0,4.0,2.0,360.0,1,4
620,Hebbal,1920.0,3.0,2.0,134.0,0,3
621,HRBR Layout,1374.0,2.0,2.0,95.0,1,2
622,Bannerghatta Road,1445.0,3.0,2.0,95.0,1,3
623,Kanakapura,711.0,1.0,1.0,36.0,0,1
624,Tumkur Road,1500.0,3.0,3.0,95.0,1,3
625,Whitefield,1720.0,3.0,3.0,100.0,1,3
626,Vasanthapura,1400.0,3.0,2.0,60.0,1,3
627,Kundalahalli,1030.0,2.0,2.0,49.0,1,2
628,Mysore Road,1200.0,2.0,1.0,85.0,1,2
629,Hosahalli,1375.0,3.0,2.0,70.0,0,3
631,Jalahalli,2250.0,3.0,2.0,160.0,1,3
632,Bellandur,1000.0,2.0,2.0,50.0,1,2
633,Jalahalli West,469.0,1.0,0.0,25.0,1,1
634,Marathahalli,3800.0,4.0,3.0,250.0,1,4
635,Kambipura,883.0,2.0,1.0,29.0,1,2
636,GM Palaya,1820.0,2.0,3.0,86.0,1,3
637,Singasandra,1440.0,2.0,3.0,65.0,1,3
638,near Ramanashree California resort,3600.0,4.0,1.0,160.0,1,6
639,Malleshwaram,2500.0,5.0,2.0,325.0,1,4
640,Mahadevpura,1225.0,2.0,2.0,48.0,0,2
641,"6th block banashankari 3rd stage, 100 feet ORR",4000.0,3.0,1.0,660.0,1,3
642,Chikkalasandra,875.0,2.0,3.0,52.8,1,2
643,Jalahalli East,750.0,1.0,2.0,40.0,1,1
644,6th Phase JP Nagar,1180.0,2.0,3.0,80.0,1,2
645,Haralur Road,1194.0,2.0,2.0,47.0,1,2
646,Hennur Road,1500.0,2.0,2.0,62.0,1,3
647,Poornapragna Housing Society Layout,1160.0,2.0,2.0,52.2,1,2
649,Hosakerehalli,2378.0,3.0,1.0,262.0,1,3
650,Sarjapur,1128.0,2.0,1.0,60.0,1,2
651,Hebbal,1500.0,3.0,1.0,150.0,1,3
652,Huskur,1220.0,2.0,1.0,35.23,0,3
653,Sarjapur  Road,1210.0,2.0,2.0,58.0,1,2
654,Kanakpura Road,1100.0,2.0,1.0,58.0,0,3
655,Bommasandra,1200.0,3.0,2.0,46.0,1,3
657,Nagondanahalli,1641.0,3.0,2.0,66.0,1,3
658,Horamavu Agara,1200.0,2.0,1.0,45.0,1,2
659,Raja Rajeshwari Nagar,1260.0,2.0,1.0,67.39,1,2
660,Mahadevpura,1720.0,3.0,3.0,78.0,1,3
661,Yelahanka,1132.5,2.0,0.0,48.13,1,2
662,Yelahanka,1210.0,2.0,1.0,45.98,1,2
663,Indira Nagar,2200.0,4.0,2.0,200.0,1,4
664,Bisuvanahalli,1075.0,2.0,1.0,45.0,1,3
665,Thanisandra,1702.0,3.0,2.0,130.0,1,3
666,Shanthala Nagar,1630.0,2.0,2.0,200.0,1,2
667,Raja Rajeshwari Nagar,1141.0,2.0,2.0,38.55,1,2
668,Shantiniketan Layout,2072.0,3.0,2.0,108.0,0,3
670,Herohalli,1200.0,2.0,0.0,70.0,1,3
671,Teachers Colony,1350.0,3.0,0.0,77.0,1,3
672,Bettahalsoor,4046.0,4.0,0.0,445.0,0,4
673,Srinivasa Nagar,1180.0,2.0,2.0,78.34,0,3
674,Yelahanka,35000.0,3.0,3.0,130.0,1,3
675,Langford Town,1355.0,2.0,2.0,115.0,1,2
676,Sulthangunta,600.0,1.0,0.0,50.0,1,1
678,Bannerghatta Road,1640.0,2.0,1.0,120.0,1,3
679,Byrathi Village,1200.0,5.0,0.0,100.0,1,5
680,Kodichikkanahalli,1190.0,2.0,2.0,57.0,1,3
681,OMBR Layout,2400.0,4.0,2.0,375.0,1,4
682,Marathahalli,1019.0,2.0,2.0,49.85,1,2
683,Ambedkar Colony,1875.0,3.0,2.0,165.0,1,3
684,Akshaya Nagar,1250.0,3.0,2.0,40.0,0,3
685,Brookefield,1200.0,3.0,2.0,140.0,1,3
686,Whitefield,1140.0,2.0,1.0,56.0,1,2
687,Lingadheeranahalli,1683.0,3.0,1.0,109.0,1,3
689,Hoodi,2118.0,4.0,2.0,111.0,0,4
690,Bannerghatta Road,1380.0,3.0,0.0,58.0,1,4
691,Varthur Road,1083.0,2.0,2.0,61.75,1,2
692,Anjappa Layout,600.0,2.0,1.0,55.0,1,2
693,Avalahalli,2300.0,3.0,3.0,120.0,1,3
694,Prakruthi Nagar,1240.0,2.0,2.0,60.0,1,2
695,Surabhi Layout,1750.0,3.0,1.0,120.0,1,3
697,Anjanapura,1500.0,3.0,1.0,139.0,0,3
698,Abbigere,985.0,2.0,1.0,40.39,1,2
699,Tindlu,1500.0,2.0,1.0,87.0,1,3
700,Electronic City,1125.0,2.0,1.0,32.49,0,2
701,Maruthi Sevanagar,950.0,2.0,1.0,44.0,1,2
703,Kothanur,1580.0,3.0,3.0,76.0,1,3
704,B Narayanapura,1092.0,2.0,1.0,98.5,1,3
705,Electronic City Phase II,1090.0,2.0,1.0,28.34,0,2
706,Hennur Road,2264.0,3.0,1.0,159.0,0,3
707,Dommasandra,1033.0,2.0,2.0,25.53,0,3
708,Kammasandra,810.0,2.0,2.0,24.5,0,2
709,Green Garden Layout,1045.0,2.0,0.0,45.0,1,2
710,Hebbal,1337.0,2.0,1.0,82.0,0,2
711,Chandapura,1200.0,2.0,2.0,32.0,1,2
712,Koramangala,1580.0,3.0,2.0,160.0,1,3
713,Begur Road,1500.0,2.0,3.0,54.0,1,3
714,Whitefield,1640.0,4.0,2.0,91.0,0,3
715,Silver Springs Layout,1570.0,3.0,2.0,62.0,1,3
716,Gubbalala,1470.0,2.0,2.0,82.0,1,3
717,Kengeri,1160.0,2.0,2.0,40.61,1,2
718,7th Phase JP Nagar,1050.0,2.0,1.0,71.0,1,2
719,Dairy Circle,1855.0,3.0,1.0,225.0,0,3
720,Bannerghatta Road,1460.0,2.0,1.0,90.0,1,3
721,Hulimavu,1823.0,3.0,2.0,100.0,1,3
722,Electronic City,1094.0,2.0,2.0,42.0,1,2
723,Budigere,1153.0,2.0,2.0,57.0,1,2
724,Hoysalanagar,1325.0,3.0,1.0,57.0,1,3
725,Parappana Agrahara,1200.0,3.0,2.0,85.0,1,4
726,Jakkur,1590.0,2.0,2.0,125.0,1,3
727,Jeevan bima nagar,1210.0,4.0,2.0,160.0,1,5
728,Raja Rajeshwari Nagar,1200.0,4.0,0.0,220.0,1,4
729,Narayana Nagar 1st Block,1202.0,2.0,1.0,48.0,1,2
730,Haralur Road,1202.0,2.0,1.0,53.0,1,2
731,KSRTC Layout,1200.0,2.0,3.0,62.5,1,2
732,Panathur,1688.0,3.0,1.0,118.0,0,3
733,Kaval Byrasandra,1020.0,2.0,1.0,52.0,1,2
734,Sarjapur,1185.0,2.0,2.0,47.0,1,2
735,Ramagondanahalli,1235.0,2.0,1.0,52.04,0,2
736,Hosakerehalli,3205.0,5.0,1.0,500.0,1,4
737,Banashankari,1077.0,2.0,2.0,37.64,1,2
738,Kengeri Satellite Town,1415.0,2.0,3.0,66.0,1,3
739,EPIP Zone,2330.0,3.0,2.0,162.0,0,3
740,Whitefield,805.0,2.0,2.0,35.0,1,2
741,P&T Colony,425.0,1.0,0.0,20.03,1,1
742,Whitefield,1155.0,2.0,3.0,59.95,1,2
743,Cunningham Road,5270.0,4.0,3.0,1250.0,1,4
744,Anekal,656.0,2.0,1.0,22.0,1,2
745,New Gurappana Palya,1100.0,2.0,0.0,48.0,1,2
746,Mahadevpura,1150.0,2.0,3.0,52.0,1,2
747,Chelekare,600.0,1.0,1.0,60.0,1,1
748,Ambedkar Colony,1468.0,2.0,1.0,140.0,1,2
749,Palanahalli,4300.0,5.0,2.0,550.0,1,4
750,Whitefield,2280.0,4.0,2.0,126.0,0,3
751,Hegde Nagar,1341.0,2.0,1.0,97.0,1,2
752,Jakkur,1279.0,2.0,1.0,77.0,1,2
753,Electronic City Phase II,2225.0,4.0,0.0,98.88,0,4
754,Thanisandra,1185.0,2.0,2.0,43.51,1,2
755,Vadarpalya,1750.0,3.0,2.0,85.0,1,3
756,Kudlu,1152.0,2.0,1.0,53.5,1,2
757,Shivanagar,1000.0,4.0,1.0,160.0,1,5
758,Hulimavu,1300.0,2.0,3.0,36.0,1,2
759,Varthur Road,2760.0,4.0,2.0,155.0,0,4
760,5th Phase JP Nagar,1070.0,2.0,2.0,39.0,0,2
761,Uttarahalli,1101.0,2.0,0.0,45.0,1,2
762,V.V Puram,775.0,2.0,1.0,55.0,1,2
763,Yeshwanthpur,667.0,1.0,1.0,36.85,1,1
764,Electronic City,1070.0,2.0,1.0,55.0,1,2
765,Old Airport Road,1875.0,2.0,2.0,110.0,1,3
766,Kundalahalli,735.0,2.0,1.0,57.99,1,2
767,Sarjapur,4360.0,4.0,1.0,90.0,1,5
768,Koramangala,1750.0,3.0,2.0,130.0,1,3
769,Marathahalli,1215.0,2.0,1.0,67.0,1,2
770,Sector 3 HSR Layout,600.0,9.0,3.0,190.0,1,9
771,Vishwapriya Layout,820.0,2.0,1.0,30.0,1,2
772,Banashankari Stage VI,1177.5,2.0,0.0,59.935,0,2
773,Battarahalli,1779.0,3.0,2.0,89.61,1,3
774,HMT Layout,1105.0,2.0,2.0,58.0,1,2
776,Whitefield,1650.0,3.0,2.0,60.0,1,3
777,Jalahalli,1694.0,2.0,2.0,150.0,1,2
778,Hosakerehalli,2376.0,3.0,1.0,203.0,1,3
779,Cox Town,1975.0,3.0,3.0,150.0,1,3
780,Kammasandra,674.0,2.0,1.0,33.0,1,2
781,Kaggadasapura,1185.0,2.0,1.0,41.0,1,2
782, Thanisandra,445.0,1.0,0.0,28.0,1,1
784,HSR Layout,1475.0,3.0,2.0,75.0,1,3
785,Gottigere,1618.0,3.0,3.0,82.5,1,3
786,Koramangala,1120.0,2.0,0.0,65.0,1,2
787,Marathahalli,2181.0,3.0,2.0,152.0,1,4
788,Vidyaranyapura,1200.0,4.0,0.0,90.0,1,4
789,Nagondanahalli,600.0,4.0,3.0,65.0,1,6
790,Bannerghatta Road,1556.0,2.0,1.0,59.13,0,3
791,Bannerghatta Road,1179.0,2.0,1.0,66.02,0,2
792,Thanisandra,1296.0,2.0,2.0,83.0,1,2
793,Kaggadasapura,1275.0,2.0,2.0,52.0,1,2
794,Kalasipalya,1875.0,2.0,2.0,300.0,1,7
795,Kathriguppe,1400.0,2.0,2.0,77.0,1,3
796,Gottigere,1222.0,2.0,1.0,63.0,1,2
797,Electronic City,940.0,2.0,1.0,41.0,1,2
798,Thanisandra,1185.0,2.0,2.0,42.6,1,2
799,Tumkur Road,1779.0,3.0,2.0,112.0,1,3
800,Begur Road,1615.0,3.0,2.0,59.76,1,3
802,Haralur Road,1056.0,2.0,1.0,61.0,1,2
803,7th Phase JP Nagar,1100.0,2.0,0.0,46.0,1,2
804,Arekere,920.0,2.0,1.0,40.0,1,2
805,ITI Layout,1602.0,2.0,0.0,75.0,1,3
806,Padmanabhanagar,1176.0,2.0,0.0,62.0,1,2
807,HBR Layout,675.0,3.0,1.0,59.0,1,4
808,Richmond Town,1352.0,3.0,0.0,135.0,1,3
809,Kasavanhalli,1717.0,3.0,3.0,99.0,1,3
810,4 Bedroom Farm House in Bagalur,10961.0,4.0,1.0,80.0,0,4
811,Bhoganhalli,2119.0,4.0,3.0,111.0,0,4
812,Vittasandra,1246.0,2.0,1.0,67.3,1,2
813,Anandapura,1141.0,2.0,1.0,42.79,0,2
814,Hennur Road,1157.0,2.0,1.0,84.0,1,2
815,Chandapura,1025.0,2.0,2.0,27.68,0,2
816,Yelahanka New Town,650.0,1.0,2.0,33.0,1,1
817,Hebbal,1349.0,2.0,1.0,98.0,1,2
818,Narayanapura,1566.0,3.0,1.0,83.3,1,3
819,Sahakara Nagar,2830.0,3.0,3.0,195.0,1,4
820,Electronic City,1320.0,2.0,1.0,38.13,0,3
821,manyata park,1780.0,3.0,1.0,84.83,0,3
822,Varthur,1091.0,2.0,1.0,34.9,1,2
823,Rachenahalli,3670.0,4.0,3.0,300.0,1,4
824,7th Phase JP Nagar,918.0,2.0,1.0,50.49,1,2
825,Yeshwanthpur,1950.0,4.0,0.0,130.0,0,4
826,Panathur,1695.0,3.0,1.0,90.0,1,3
827,Yelahanka,1705.0,3.0,2.0,95.0,1,3
828,Kalyan nagar,1375.0,3.0,2.0,75.0,1,3
829,Kanakpura Road,525.0,1.0,1.0,30.0,0,1
830,Whitefield,1447.0,2.0,1.0,83.0,0,2
831,Thanisandra,1114.0,2.0,1.0,39.0,1,2
832,7th Phase JP Nagar,1450.0,2.0,1.0,100.0,1,3
833,Belathur,460.0,1.0,0.0,15.0,1,2
834,Vasanthapura,1022.0,2.0,2.0,40.0,1,2
835,Hebbal,1000.0,2.0,2.0,45.0,1,2
836,Electronic City,1128.0,2.0,1.0,68.75,0,2
837,Kanakpura Road,1180.0,2.0,2.0,57.0,0,2
838,TC Palaya,1000.0,6.0,1.0,69.0,1,6
839,Nagarbhavi,1200.0,2.0,1.0,150.0,1,2
840,Sadashiva Nagar,3761.0,3.0,2.0,660.0,1,3
841,Kanakpura Road,1339.0,2.0,3.0,75.0,1,2
842,Yelachenahalli,1400.0,2.0,3.0,55.0,1,3
843,7th Phase JP Nagar,1040.0,2.0,1.0,39.52,1,2
844,Kadugodi,1198.0,2.0,2.0,58.0,1,2
846,Sarjapur  Road,1691.0,3.0,2.0,113.0,1,3
847,Bisuvanahalli,1075.0,3.0,2.0,36.0,1,3
848,1st Block Jayanagar,1630.0,3.0,2.0,194.0,0,3
849,8th Phase JP Nagar,1240.0,3.0,2.0,43.5,0,3
850,Bannerghatta Road,1122.5,2.0,0.0,58.935,0,2
851,Mallasandra,1665.0,3.0,2.0,86.58,1,3
853,Brookefield,1142.0,2.0,2.0,70.0,1,2
854,Kodbisanhalli,1976.0,3.0,1.0,184.0,1,3
856,Kothannur,1853.0,3.0,2.0,82.0,1,3
857,Vijayanagar,600.0,4.0,1.0,72.0,1,8
858,Kasturi Nagar,1567.0,2.0,2.0,92.0,1,2
859,Talaghattapura,1090.0,2.0,1.0,27.24,1,2
860,Raja Rajeshwari Nagar,1200.0,4.0,2.0,125.0,1,6
861,Indiranagar HAL 2nd Stage,2400.0,4.0,1.0,640.0,1,4
862,Electronics City Phase 1,1175.0,2.0,2.0,51.47,1,2
863,Subramanyapura,1200.0,2.0,2.0,52.0,1,2
864,Kodichikkanahalli,995.0,2.0,1.0,41.0,1,2
865,Magadi Road,884.0,2.0,1.0,41.1,1,2
866,Vishwanatha Nagenahalli,900.0,3.0,2.0,80.0,1,5
867,Yeshwanthpur,1170.0,2.0,2.0,57.0,1,2
868,KR Puram,1225.0,2.0,1.0,46.55,1,2
869,Electronic City,1342.0,2.0,1.0,73.3,0,2
870,Uttarahalli,1345.0,2.0,1.0,67.0,0,2
871,Kodigehaali,1320.0,3.0,0.0,65.0,1,3
873,Raja Rajeshwari Nagar,1140.0,2.0,1.0,49.39,1,2
874,Battarahalli,1300.0,2.0,1.0,50.0,1,2
875,Hosa Road,1652.0,3.0,2.0,85.0,1,3
876,Thigalarapalya,2072.0,4.0,2.0,142.0,1,3
878,Electronic City,1360.0,2.0,1.0,71.0,1,3
879,Hosur Road,1145.0,2.0,2.0,60.0,1,3
880,Uttarahalli,1540.0,2.0,0.0,40.0,1,3
881,Sarjapur  Road,1278.0,2.0,2.0,95.0,1,2
882,Electronic City Phase II,630.0,1.0,1.0,40.0,0,1
883,Kanakpura Road,1100.0,3.0,2.0,58.0,0,3
884,Bendiganahalli,1200.0,3.0,0.0,95.0,1,3
885,Hosakerehalli Layout,2500.0,6.0,2.0,115.0,1,7
886,Chandapura,582.5,1.0,0.0,15.135,0,1
887,Chandapura,1015.0,2.0,2.0,25.88,0,2
888,Hosur Road,3300.0,5.0,2.0,240.0,1,5
889,Basaveshwara Nagar,4500.0,5.0,1.0,415.0,1,5
890,Gunjur,1356.0,2.0,3.0,66.0,1,3
891,Hennagara,823.0,2.0,1.0,28.0,1,2
892,TC Palaya,1200.0,2.0,0.0,66.0,1,3
893,Ramamurthy Nagar,1050.0,2.0,0.0,37.0,1,2
894,Ferrar Nagar,1180.0,2.0,1.0,69.0,1,2
895,Whitefield,1116.0,2.0,3.0,51.91,1,2
896,7th Phase JP Nagar,1070.0,2.0,1.0,42.79,1,2
897,Varthur,1385.0,2.0,3.0,80.0,0,2
898,Varthur,1000.0,1.0,1.0,70.0,1,1
899,Whitefield,1897.0,3.0,2.0,130.0,0,3
900,Magadi Road,1005.0,2.0,1.0,55.78,0,2
901,Green Glen Layout,1575.0,3.0,2.0,125.0,1,3
902,Subramanyapura,975.0,2.0,1.0,65.0,1,2
903,Hennur Road,1904.0,3.0,2.0,120.0,1,3
904,Kengeri Satellite Town,930.0,1.0,1.0,30.0,1,1
905,Kanakpura Road,525.0,1.0,1.0,26.0,0,1
906,BAGUR,686.0,1.0,1.0,17.0,1,1
907,Electronic City Phase II,2400.0,3.0,1.0,150.0,1,2
908,8th block Koramangala,1410.0,1.0,0.0,233.0,1,2
909,Sarjapur  Road,2238.0,3.0,1.0,140.0,0,3
910,Harlur,1174.0,2.0,1.0,69.0,1,2
911,Thubarahalli,3800.0,4.0,3.0,239.0,1,4
912,Whitefield,2225.0,2.0,1.0,125.0,1,3
913,M.G Road,1250.0,2.0,0.0,200.0,1,2
914,Jigani,918.0,2.0,2.0,52.0,1,2
915,Mahadevpura,1250.0,2.0,3.0,52.0,1,2
917,Marathahalli,1170.0,2.0,3.0,53.0,1,2
918,Byatarayanapura,1300.0,1.0,0.0,200.0,1,1
919,Bannerghatta Road,793.0,2.0,1.0,45.0,1,2
920,Jakkur,1710.0,3.0,2.0,107.0,1,3
921,Kambipura,1082.0,2.0,1.0,57.5,1,3
922,Naganathapura,1001.0,2.0,2.0,33.03,0,2
924,Yelahanka,1590.0,2.0,1.0,54.0,1,3
925,Basavanagara,2400.0,2.0,0.0,80.0,1,3
926,Horamavu Banaswadi,1554.0,3.0,2.0,55.0,1,3
927,Thanisandra,1142.5,2.0,0.0,43.415,0,2
928,Bellandur,4239.0,5.0,2.0,423.0,1,5
929,Konanakunte,884.0,1.0,0.0,58.0,1,2
930,Hosa Road,1045.0,2.0,1.0,98.89,0,2
931,Marathahalli,1019.0,2.0,2.0,49.86,1,2
932,Ambedkar Nagar,1935.0,4.0,2.0,130.0,1,3
933,Uttarahalli,1135.0,2.0,2.0,39.73,1,3
934,Lakshminarayana Pura,1680.0,3.0,2.0,150.0,1,3
935,Hebbal,2470.0,5.0,2.0,247.0,0,4
936,1st Phase JP Nagar,2825.0,4.0,3.0,250.0,1,4
937,Hosakerehalli,2480.0,3.0,1.0,330.0,1,3
939,Ramamurthy Nagar,1800.0,4.0,3.0,187.0,1,5
940,Kasavanhalli,1799.0,3.0,3.0,90.0,1,3
942,Attibele,400.0,1.0,1.0,11.0,1,1
